Site	Left	Right	Strand	Genes of transcription unit	Object ID
TU0-14182	4499593	4500791	-	G7898	TU0-14182
TU0-14183	4504020	4506405	+	G7901 // EG12544	TU0-14183
TU0-14184	4506861	4507109	+	G7903	TU0-14184
TU0-14185	4507197	4509793	+	G7904	TU0-14185
TU0-14186	4507466	4508942	-	G0-10567 // G7905	TU0-14186
TU0-14188	4509804	4510133	+	G7907	TU0-14188
TU0-14189	4518721	4519224	+	G0-10569	TU0-14189
TU0-14190	4519338	4520324	-	G7909	TU0-14190
TU0-14191	4520671	4522020	-	EG12548	TU0-14191
TU0-14192	4525888	4525803	-	G7912 // G7911 // G7910	TU0-14192
TU0-14193	4526106	4531651	-	EG12557 // G0-10241 // EG12556 // G7915 // EG12554 // G7914 // G7913	TU0-14193
TU0-14194	4532437	4533183	-	G7916	TU0-14194
TU0-14195	4533239	4534053	-	G0-10473 // G7917	TU0-14195
TU0-14196	4536614	4537594	-	G7919	TU0-14196
TU0-14198	4557378	4558289	-	G7924	TU0-14198
TU0-14199	4558354	4560680	-	G7927 // G7926 // G7925	TU0-14199
TU0-14200	4561497	4562675	-	G7929	TU0-14200
TU0-14201	4562743	4563603	-	G7930	TU0-14201
TU0-14202	4563922	4565850	-	G7932 // G7931	TU0-14202
TU0-14203	4565966	4568519	-	EG12576 // G7933	TU0-14203
TU0-14204	4568998	4569918	+	G7934	TU0-14204
TU0-14205	4571751	4571915	+	G7937	TU0-14205
TU0-14206	4572414	4573931	+	G7938	TU0-14206
TU0-14207	4574135	4576855	+	EG11386	TU0-14207
TU0-14208	4587909	4589079	-	G7941 // EG10021	TU0-14208
TU0-1421	1616955	1618218	+	EG11636	TU0-1421
TU0-14210	4593361	4594722	-	EG12587	TU0-14210
TU0-14211	4595947	4595851	-	G7944	TU0-14211
TU0-14212	4597150	4599441	-	EG12591	TU0-14212
TU0-14213	4603034	4602858	-	G7946	TU0-14213
TU0-14215	4606669	4607700	-	G7950	TU0-14215
TU0-14216	4607781	4609323	+	EG12115 // EG10850 // EG11414	TU0-14216
TU0-14217	4609414	4611003	+	EG12114	TU0-14217
TU0-14218	4612128	4612289	+	G0-10475	TU0-14218
TU0-14219	4612411	4614260	+	G7952 // G7951	TU0-14219
TU0-1422	103561	106456	+	EG10347 // EG10339	TU0-1422
TU0-14220	4614680	4615543	-	G7953	TU0-14220
TU0-14221	4615515	4617065	-	EG12171	TU0-14221
TU0-14222	4621769	4623100	+	EG12342	TU0-14222
TU0-14224	4624895	4625863	+	EG10945	TU0-14224
TU0-14225	4625912	4628547	+	EG11335 // EG11296	TU0-14225
TU0-14226	4630700	4632670	+	EG10950	TU0-14226
TU0-14227	4264304	4264231	-	EG11492	TU0-14227
TU0-14228	4175107	4175026	-	EG10922	TU0-14228
TU0-14229	3993739	3994059	-	EG11653	TU0-14229
TU0-1423	105045	106456	+	EG10347	TU0-1423
TU0-14231	3736353	3737177	-	EG11360	TU0-14231
TU0-14232	3149662	3150546	+	EG11292	TU0-14232
TU0-14233	3129043	3130215	-	G7547	TU0-14233
TU0-14235	3081892	3082671	+	EG11291	TU0-14235
TU0-14237	2590970	2590866	-	G0-8888	TU0-14237
TU0-14238	2265330	2265295	-	G0-10511	TU0-14238
TU0-14239	2263863	2265044	+	EG12034	TU0-14239
TU0-1424	104693	106456	+	EG10347	TU0-1424
TU0-14241	1517099	1517194	-	G0-8887	TU0-14241
TU0-14242	1508834	1509064	-	G6747	TU0-14242
TU0-14243	1503717	1504865	+	G6743	TU0-14243
TU0-14244	1308788	1308961	+	G0-8891	TU0-14244
TU0-14245	1068081	1068254	+	G0-10443	TU0-14245
TU0-14246	642088	643326	+	G6335	TU0-14246
TU0-14247	248358	250070	-	G6113	TU0-14247
TU0-1425	104636	106456	+	EG10347	TU0-1425
TU0-14251	454349	454865	+	EG10125	TU0-14251
TU0-14252	455133	456431	+	EG11003	TU0-14252
TU0-14253	25014	27279	+	EG11081 // EG11080 // EG10548	TU0-14253
TU0-14254	1788384	1789510	+	EG10080	TU0-14254
TU0-14255	1800427	1799999	-	EG10881 // EG11231	TU0-14255
TU0-14257	1802733	1802570	-	EG10440 // EG10710 // EG10709 // EG11272 // EG10881 // EG11231 // EG10506 // EG11001	TU0-14257
TU0-14258	2832307	2832289	-	EG12108	TU0-14258
TU0-14262	3927031	3927003	-	EG11199 // EG10093	TU0-14262
TU0-14263	3927031	3927003	-	EG10375 // EG11199 // EG10093	TU0-14263
TU0-14264	4119358	4119330	-	EG11879	TU0-14264
TU0-14269	2914277	2913651	-	EG11249 // EG10571 // EG10835	TU0-14269
TU0-14272	1144762	1144367	-	EG10859	TU0-14272
TU0-14273	1144873	1144367	-	EG10859	TU0-14273
TU0-14274	3431991	3432464	-	EG11605	TU0-14274
TU0-14275	2862197	2863501	+	G7418	TU0-14275
TU0-14276	794995	797612	+	EG10152 // EG10002 // EG12427	TU0-14276
TU0-14278	2003872	2006078	+	EG11389 // EG11388 // EG10841	TU0-14278
TU0-14282	1986799	1987428	+	G7033	TU0-14282
TU0-14286	3247548	3248822	+	G7610 // G7609	TU0-14286
TU0-14287	4235858	4239730	+	EG11926 // EG11925 // EG11924 // EG11923	TU0-14287
TU0-14288	3305932	3305817	-	EG10617	TU0-14288
TU0-14290	3340211	3342252	+	G7662 // EG12802	TU0-14290
TU0-14291	3342226	3344669	+	EG11680 // G7665 // G7664 // G7663	TU0-14291
TU0-14292	3343326	3344669	+	EG11680 // G7665	TU0-14292
TU0-14293	4306870	4307799	-	EG11956	TU0-14293
TU0-14294	2795674	2796336	+	EG12386	TU0-14294
TU0-14295	530132	531226	-	EG11768	TU0-14295
TU0-14296	4093124	4093438	-	EG11865	TU0-14296
TU0-14298	919235	922293	+	G6462 // G6461	TU0-14298
TU0-14299	18715	19620	+	EG11078	TU0-14299
TU0-14300	149715	152812	-	EG11678 // EG12325 // EG12326 // EG12327	TU0-14300
TU0-14301	156299	156883	-	EG12328	TU0-14301
TU0-14302	3573657	3573502	-	EG10380 // EG10377 // EG10379 // EG10381 // EG10378	TU0-14302
TU0-14303	2255355	2256014	+	EG12031	TU0-14303
TU0-14304	2251700	2252788	+	EG12028	TU0-14304
TU0-14305	2348514	2348768	+	EG12360	TU0-14305
TU0-14306	2940143	2941243	-	EG11794	TU0-14306
TU0-14307	2941236	2941631	-	EG11793	TU0-14307
TU0-14308	3486791	3488893	+	G7721	TU0-14308
TU0-14311	4147138	4147479	+	EG11912	TU0-14311
TU0-14312	2872509	2872820	-	G7424	TU0-14312
TU0-14313	2871301	2872490	-	EG11816 // G7423	TU0-14313
TU0-14314	2870255	2871304	-	G7422	TU0-14314
TU0-14315	2106060	2108329	-	EG11982 // EG11981	TU0-14315
TU0-14316	3696364	3696185	-	EG12262	TU0-14316
TU0-14317	2103391	2106057	-	EG11985 // EG11984 // EG11983	TU0-14317
TU0-14319	4580068	4586761	-	EG10460 // EG10458 // EG10459	TU0-14319
TU0-14320	2688793	2689506	-	EG12139	TU0-14320
TU0-14321	2687469	2688803	-	EG11285	TU0-14321
TU0-14322	4483837	4484280	-	EG11413	TU0-14322
TU0-14323	4538785	4539501	-	G7921	TU0-14323
TU0-14324	4200566	4201261	+	EG11917	TU0-14324
TU0-14325	1014896	1015459	+	G6492	TU0-14325
TU0-14326	3085920	3086051	-	G7521	TU0-14326
TU0-14327	2765894	2767355	+	G7366 // G7365	TU0-14327
TU0-14328	3322173	3322505	-	EG12095	TU0-14328
TU0-14330	14080	14167	+	G0-8893	TU0-14330
TU0-14332	2033649	2033739	+	G0-10574	TU0-14332
TU0-14333	1146589	1146757	+	G0-8862	TU0-14333
TU0-14334	2071317	2071511	+	G0-8905	TU0-14334
TU0-14336	2640595	2641804	-	EG10370 // G0-9385	TU0-14336
TU0-14339	194784	196534	+	G0-17084 // EG10139 // G6092	TU0-14339
TU0-14340	195677	196534	+	EG10139	TU0-14340
TU0-14341	3293400	3295436	+	G7642	TU0-14341
TU0-14342	3295394	3295789	+	G7643	TU0-14342
TU0-14343	3295809	3296399	+	EG12780	TU0-14343
TU0-14344	161501	162031	-	EG12330	TU0-14344
TU0-14345	4333947	4335590	-	EG11613	TU0-14345
TU0-14346	2114351	2114327	-	G7093	TU0-14346
TU0-14347	2641831	2642844	-	EG10015	TU0-14347
TU0-14349	1126157	1126804	+	EG11537	TU0-14349
TU0-14350	1126806	1127729	+	G6560	TU0-14350
TU0-14351	1726023	1726622	+	G6889	TU0-14351
TU0-14352	1726659	1727756	+	G6890	TU0-14352
TU0-14353	2167302	2167520	-	G7119	TU0-14353
TU0-14354	1888061	1887991	-	EG10858	TU0-14354
TU0-14355	3435207	3436496	+	EG12163	TU0-14355
TU0-14356	3812703	3813951	+	EG10004	TU0-14356
TU0-14357	922751	923233	+	G6463	TU0-14357
TU0-14359	2313452	2316827	+	EG10821 // EG12385	TU0-14359
TU0-14362	2101895	2102875	-	G7092	TU0-14362
TU0-14363	574737	575717	-	G6308	TU0-14363
TU0-14364	1192667	1193773	-	EG11344	TU0-14364
TU0-14365	587091	587981	-	EG12448	TU0-14365
TU0-14366	774196	774602	+	EG12395 // G0-10441	TU0-14366
TU0-14368	835248	836210	+	EG11580	TU0-14368
TU0-14369	1940313	1941635	-	EG10013	TU0-14369
TU0-14370	3946872	3946948	+	EG30023	TU0-14370
TU0-14371	3946957	3947032	+	EG30105	TU0-14371
TU0-14372	228928	229052	+	EG30024	TU0-14372
TU0-14373	3455527	3466220	+	EG11359 // EG12173 // G7711 // G7710 // G7709 // G7708 // G7707 // G7706 // G7705 // G7704 // G7703 // G7702	TU0-14373
TU0-14374	3455482	3466220	+	EG11359 // EG12173 // G7711 // G7710 // G7709 // G7708 // G7707 // G7706 // G7705 // G7704 // G7703 // G7702	TU0-14374
TU0-14375	3455495	3455398	-	EG11263 // G7701	TU0-14375
TU0-14376	3455519	3455398	-	EG11263 // G7701	TU0-14376
TU0-14377	3455510	3455398	-	EG11263 // G7701	TU0-14377
TU0-14378	358773	360278	+	EG10175 // EG10176	TU0-14378
TU0-14381	1645903	1645872	-	EG11130 // EG11131 // EG10836	TU0-14381
TU0-14385	3720680	3721201	+	G7776	TU0-14385
TU0-14386	3401193	3401087	-	EG10610 // EG10609 // EG10608	TU0-14386
TU0-14387	3401356	3401087	-	EG10610 // EG10609 // EG10608	TU0-14387
TU0-14388	3401129	3401087	-	EG10608	TU0-14388
TU0-14389	3401193	3401087	-	EG10608	TU0-14389
TU0-14390	3401356	3401087	-	EG10608	TU0-14390
TU0-14392	1491506	1491506	-	G0-10592	TU0-14392
TU0-14393	179214	180754	+	EG10225	TU0-14393
TU0-14394	21833	27279	+	EG11081 // EG11080 // EG10548 // EG10492	TU0-14394
TU0-14395	22034	27279	+	EG11081 // EG11080 // EG10548 // EG10492	TU0-14395
TU0-14396	3486025	3486792	+	EG10164	TU0-14396
TU0-14398	3486031	3486792	+	EG10164	TU0-14398
TU0-14399	28288	29272	+	EG10206	TU0-14399
TU0-14402	3990790	3993699	+	EG10170	TU0-14402
TU0-14403	3990774	3993699	+	EG10170	TU0-14403
TU0-14404	2591560	2592962	+	G0-10463 // EG10208	TU0-14404
TU0-14405	2835173	2837425	-	EG11551	TU0-14405
TU0-14406	2838014	2837425	-	EG11551	TU0-14406
TU0-14407	2838105	2837425	-	EG11551	TU0-14407
TU0-14408	331873	333459	+	EG11236	TU0-14408
TU0-1441	2019595	2023678	+	EG11977 // EG11976 // EG11975 // EG11224 // EG10324 // EG10323 // EG10322	TU0-1441
TU0-14412	2908674	2907941	-	EG10258	TU0-14412
TU0-14413	2908702	2907941	-	EG10258	TU0-14413
TU0-14414	2908846	2907941	-	EG10258	TU0-14414
TU0-14415	2426837	2426788	-	EG10452 // EG10007 // EG12125 // EG12124	TU0-14415
TU0-14416	2035630	2036686	+	G7055	TU0-14416
TU0-14417	568315	568647	+	EG10629	TU0-14417
TU0-14420	4579835	4579911	+	G0-10610	TU0-14420
TU0-14421	2700518	2700598	+	G0-10598	TU0-14421
TU0-14422	2700291	2700197	-	G0-10634	TU0-14422
TU0-14423	2734295	2734295	-	G0-10600	TU0-14423
TU0-14424	4527977	4528066	+	G0-10609	TU0-14424
TU0-14425	75608	75608	-	G0-9381	TU0-14425
TU0-14429	1103335	1103196	-	G6543 // G6544 // G6545 // G6546	TU0-14429
TU0-14431	4350565	4350034	-	G7826	TU0-14431
TU0-14433	3665839	3665810	-	EG12242 // EG12243	TU0-14433
TU0-14439	90010	107474	+	EG10265 // EG10347 // EG10339 // EG10342 // EG10214 // EG10619 // EG10623 // EG10344 // EG10620 // EG10604 // EG10622 // EG10621 // EG10341 // EG11086 // EG11085	TU0-14439
TU0-14443	90688	107474	+	EG10265 // EG10347 // EG10339 // EG10342 // EG10214 // EG10619 // EG10623 // EG10344 // EG10620 // EG10604 // EG10622 // EG10621 // EG10341 // EG11086	TU0-14443
TU0-14445	91012	107474	+	EG10265 // EG10347 // EG10339 // EG10342 // EG10214 // EG10619 // EG10623 // EG10344 // EG10620 // EG10604 // EG10622 // EG10621 // EG10341 // EG11086	TU0-14445
TU0-14447	933138	937213	+	G6464	TU0-14447
TU0-14448	932929	937213	+	G6464	TU0-14448
TU0-14451	914129	913814	-	G6456 // G6457	TU0-14451
TU0-14452	2137193	2137243	-	G7107 // G7105 // G7106	TU0-14452
TU0-14454	3742720	3750781	+	EG12287 // EG12286 // EG12285 // EG12284 // EG12283 // EG12282 // EG12281 // EG12280 // EG12279	TU0-14454
TU0-14455	457202	461242	+	EG10542 // EG10159	TU0-14455
TU0-14458	1272422	1273202	+	EG12403	TU0-14458
TU0-14459	893634	897929	+	EG11632 // EG11631 // EG11630 // EG11629	TU0-14459
TU0-14460	3212693	3214888	+	EG10896	TU0-14460
TU0-14463	701865	701594	-	EG10636	TU0-14463
TU0-14464	702008	701594	-	EG10636	TU0-14464
TU0-14465	22229	27279	+	EG11081 // EG11080 // EG10548 // EG10492	TU0-14465
TU0-14466	434504	437107	+	EG10704 // G6234 // EG10666 // EG11322	TU0-14466
TU0-14467	705999	707978	+	EG10390	TU0-14467
TU0-14468	1190491	1190447	-	EG10732 // EG10731	TU0-14468
TU0-14469	2878915	2878853	-	EG12845	TU0-14469
TU0-14470	662706	662642	-	EG11591 // EG11592	TU0-14470
TU0-14471	693469	693378	-	EG10168 // G6361 // G6362 // G6363	TU0-14471
TU0-14472	1340135	1342984	+	EG11128 // EG10809 // EG12691 // G6637	TU0-14472
TU0-14473	1384069	1388261	+	EG11042 // EG12870 // G6659	TU0-14473
TU0-14474	4484273	4484280	-	EG11067 // EG11413	TU0-14474
TU0-14475	4635243	4638120	+	EG10730 // EG11218 // EG11217	TU0-14475
TU0-14478	3545458	3546199	+	G7748	TU0-14478
TU0-14479	3529110	3530652	+	G7744 // G7743	TU0-14479
TU0-14484	2765906	2766991	+	G7365	TU0-14484
TU0-14486	4035356	4040636	+	EG30070 // EG30077 // EG30008 // EG30043 // EG30084	TU0-14486
TU0-14487	4207971	4213209	+	EG30074 // EG30081 // EG30034 // EG30088	TU0-14487
TU0-14488	63588	63264	-	EG11083	TU0-14488
TU0-14489	3039851	3039743	-	EG10830 // EG11070 // EG11071	TU0-14489
TU0-14490	456605	458755	+	EG10159 // EG10158	TU0-14490
TU0-14491	3096620	3098403	+	G7531 // G7530	TU0-14491
TU0-14492	2141634	2142215	-	EG11418	TU0-14492
TU0-14493	3073976	3075195	-	EG11161 // EG11162	TU0-14493
TU0-14494	160722	160604	-	EG11362 // EG10230	TU0-14494
TU0-14495	111649	111846	-	EG12314	TU0-14495
TU0-14496	1715026	1715889	-	G6879	TU0-14496
TU0-14499	1369689	1370003	+	EG10780	TU0-14499
TU0-14500	437161	438135	-	G6236	TU0-14500
TU0-14501	4459900	4460364	-	G812	TU0-14501
TU0-14502	2939368	2940099	+	EG10353	TU0-14502
TU0-14503	4218596	4220332	+	EG10026	TU0-14503
TU0-14506	541888	543033	+	G6283	TU0-14506
TU0-14509	3046168	3049041	-	EG11810	TU0-14509
TU0-14510	2726069	2726188	-	EG30075	TU0-14510
TU0-14511	2887578	2888312	-	EG10189	TU0-14511
TU0-14512	2817784	2817860	-	EG30013	TU0-14512
TU0-14513	4356470	4358617	-	EG10131	TU0-14513
TU0-14514	1104961	1105293	+	G6548	TU0-14514
TU0-14515	2000410	2000385	-	G7039	TU0-14515
TU0-14516	892957	893433	+	G6447	TU0-14516
TU0-14518	1247696	1249114	-	EG12399	TU0-14518
TU0-14519	3471724	3471329	-	EG11036	TU0-14519
TU0-14520	2428057	2428626	-	EG11044	TU0-14520
TU0-14521	361249	363179	-	EG10524 // EG10526	TU0-14521
TU0-14523	2108337	2111019	-	EG11980 // EG11979 // EG11978	TU0-14523
TU0-14524	225759	228875	+	EG30076 // EG30083	TU0-14524
TU0-14525	3798239	3800196	-	EG11423 // EG11426	TU0-14525
TU0-14527	1848024	1848008	-	EG11014 // EG10943	TU0-14527
TU0-14528	4168641	4171962	+	EG30071 // EG30078	TU0-14528
TU0-14529	34781	37824	-	EG12608 // EG11557 // EG11558	TU0-14529
TU0-14530	4210043	4213209	+	EG30074 // EG30081	TU0-14530
TU0-14531	2390048	2393041	-	EG12093 // EG11773	TU0-14531
TU0-14532	3398387	3399978	-	EG10610 // EG10609	TU0-14532
TU0-14533	4037519	4040636	+	EG30070 // EG30077	TU0-14533
TU0-14535	263328	264732	-	G6120 // G6121 // G0-10432 // G6122	TU0-14535
TU0-14536	3119597	3123805	-	G7542 // EG20080	TU0-14536
TU0-14537	4618229	4621602	+	EG10222 // EG10220 // EG10219	TU0-14537
TU0-14538	2373648	2379259	-	EG12437 // EG11532 // EG11368 // EG12438 // EG10579	TU0-14538
TU0-14540	1074113	1074880	+	EG12301	TU0-14540
TU0-14545	1584028	1583959	-	G6789 // G6790	TU0-14545
TU0-14546	406979	408105	+	EG10083 // EG11093	TU0-14546
TU0-14547	4307783	4312042	-	EG11957 // EG11958 // EG11959 // EG12458	TU0-14547
TU0-14548	4399801	4404304	+	EG10435 // EG10436 // EG10437 // EG10438	TU0-14548
TU0-14549	1287087	1287328	-	EG11016 // EG30108	TU0-14549
TU0-14550	1368801	1370003	+	EG10780 // EG10779 // EG10778 // EG10777	TU0-14550
TU0-14551	3258285	3266028	-	G7624 // G7626 // G7627 // EG11172 // EG10991 // EG10990	TU0-14551
TU0-14552	4314344	4317895	-	EG10725 // EG10724 // EG10723 // EG10722 // EG10721	TU0-14552
TU0-14553	696430	696830	-	EG30031 // EG30029 // EG30059 // EG30030	TU0-14553
TU0-14555	3766337	3767179	+	EG11187	TU0-14555
TU0-14558	2878569	2881048	-	EG12845 // G7425 // G7426 // G7427	TU0-14558
TU0-14559	2215745	2219481	-	EG12009 // EG12010 // EG12011 // EG12012	TU0-14559
TU0-14561	4397046	4404304	+	EG10435 // EG10436 // EG10437 // EG10438 // EG10595 // EG11281	TU0-14561
TU0-14562	4397100	4404304	+	EG10435 // EG10436 // EG10437 // EG10438 // EG10595 // EG11281	TU0-14562
TU0-14563	4398982	4404304	+	EG10435 // EG10436 // EG10437 // EG10438 // EG10595	TU0-14563
TU0-14565	4399052	4404304	+	EG10435 // EG10436 // EG10437 // EG10438 // EG10595	TU0-14565
TU0-14567	4400288	4404304	+	EG10435 // EG10436 // EG10437 // EG10438	TU0-14567
TU0-14568	4400220	4404304	+	EG10435 // EG10436 // EG10437 // EG10438	TU0-14568
TU0-14571	4603319	4604837	+	G7948 // G7947	TU0-14571
TU0-14573	3322587	3322505	-	EG30050 // EG12095	TU0-14573
TU0-14574	3322590	3322505	-	EG30050 // EG12095	TU0-14574
TU0-14576	657147	657501	+	EG12179	TU0-14576
TU0-14606	106530	107474	+	EG10265	TU0-14606
TU0-14608	131564	134212	+	EG12316	TU0-14608
TU0-14609	194901	196534	+	EG10139 // G6092	TU0-14609
TU0-1461	3683498	3683447	-	EG20044	TU0-1461
TU0-14610	268026	268005	-	G6127	TU0-14610
TU0-14611	310076	310026	-	G6160 // G6161 // G6162 // G6163	TU0-14611
TU0-14612	396319	396287	-	EG12867	TU0-14612
TU0-14613	401363	401646	+	EG11256	TU0-14613
TU0-14614	455122	456431	+	EG11003	TU0-14614
TU0-14615	484685	484403	-	EG11704	TU0-14615
TU0-14616	540359	543033	+	G6283 // G6282	TU0-14616
TU0-14617	629292	629713	+	EG11105	TU0-14617
TU0-14618	909320	909294	-	G6454 // G6455	TU0-14618
TU0-14619	1106292	1107776	+	G6551	TU0-14619
TU0-14621	1121020	1120955	-	G6557	TU0-14621
TU0-14622	1144421	1144367	-	EG10859	TU0-14622
TU0-14625	1335827	1338506	+	EG11325	TU0-14625
TU0-14627	1492439	1494110	+	EG11018	TU0-14627
TU0-14629	1717283	1717222	-	G6879 // EG11043	TU0-14629
TU0-14630	1755663	1757110	+	EG10804	TU0-14630
TU0-14631	1755600	1757110	+	EG10804	TU0-14631
TU0-14632	1866765	1870238	+	G6970 // G6969	TU0-14632
TU0-14633	1937494	1939091	+	EG10803	TU0-14633
TU0-14634	1950701	1950522	-	EG10097	TU0-14634
TU0-14635	2071474	2074658	+	G7080	TU0-14635
TU0-14636	2071503	2074658	+	G7080	TU0-14636
TU0-14637	2081303	2081262	-	EG11892	TU0-14637
TU0-14638	2176432	2176321	-	EG12414 // EG12415 // EG12416 // EG12417 // G7128	TU0-14638
TU0-14640	2509447	2509426	-	EG12957	TU0-14640
TU0-14642	2532344	2533424	+	EG10192	TU0-14642
TU0-14643	2544671	2544623	-	EG12133	TU0-14643
TU0-14644	2578608	2579616	+	EG11797	TU0-14644
TU0-14645	2616026	2617937	+	G7312 // G7311	TU0-14645
TU0-14646	2639433	2639283	-	G7321	TU0-14646
TU0-14647	2639402	2639283	-	G7321	TU0-14647
TU0-14648	2639370	2639283	-	G7321	TU0-14648
TU0-14649	2867567	2867551	-	EG10510	TU0-14649
TU0-14650	2867607	2867551	-	EG10510	TU0-14650
TU0-14651	2867654	2867551	-	EG10510	TU0-14651
TU0-14652	2867724	2867551	-	EG10510	TU0-14652
TU0-14653	2908018	2907941	-	EG10258	TU0-14653
TU0-14654	2909713	2909666	-	EG10258 // EG10810	TU0-14654
TU0-14656	3301301	3301276	-	G7650 // G7651	TU0-14656
TU0-14658	3442495	3442471	-	EG10910 // EG10903 // EG10893 // EG10878 // EG10912	TU0-14658
TU0-14661	3476541	3476440	-	G7712 // G7713 // G7714 // G7715	TU0-14661
TU0-14662	3931181	3933184	+	EG11541	TU0-14662
TU0-14663	3931265	3933184	+	EG11541	TU0-14663
TU0-14665	4026485	4027228	+	EG10334	TU0-14665
TU0-14668	4111569	4111507	-	EG11015	TU0-14668
TU0-14669	4120398	4120349	-	EG11879 // EG11880	TU0-14669
TU0-14670	4265652	4266861	+	EG10001	TU0-14670
TU0-14671	4363330	4363308	-	EG12176	TU0-14671
TU0-14672	4370783	4372671	+	EG10599	TU0-14672
TU0-14673	4370873	4372671	+	EG10599	TU0-14673
TU0-14674	4370976	4372671	+	EG10599	TU0-14674
TU0-14675	1754642	1754477	-	G6897 // G6898 // G6899 // G6900 // G6901 // G6902	TU0-14675
TU0-14676	903815	903734	-	EG11627 // EG11626 // EG11625 // EG11624	TU0-14676
TU0-14677	903836	903734	-	EG11627 // EG11626 // EG11625 // EG11624	TU0-14677
TU0-14678	903843	903734	-	EG11627 // EG11626 // EG11625 // EG11624	TU0-14678
TU0-14679	738920	740925	+	EG10736 // EG11108	TU0-14679
TU0-14680	255914	256474	+	EG10414	TU0-14680
TU0-14681	160657	160604	-	EG11362 // EG10230	TU0-14681
TU0-14682	4376509	4376731	+	G0-9562	TU0-14682
TU0-14683	4638160	4639572	+	EG10145	TU0-14683
TU0-14687	1726021	1727756	+	G6890 // G6889	TU0-14687
TU0-14688	850209	851009	+	G0-16731 // EG12117	TU0-14688
TU0-14689	3055759	3056789	+	EG11158 // EG30099	TU0-14689
TU0-14691	2358042	2362211	-	G7158 // G7159 // G7160 // G7161	TU0-14691
TU0-14692	3911568	3911525	-	EG10734	TU0-14692
TU0-14693	3911568	3911525	-	EG10782 // EG10784 // EG10734	TU0-14693
TU0-14694	3908447	3908366	-	EG10735 // EG10783	TU0-14694
TU0-14696	3816580	3816549	-	EG10863	TU0-14696
TU0-14697	3659140	3663527	+	EG12241 // EG12240	TU0-14697
TU0-14698	3659145	3663527	+	EG12241 // EG12240	TU0-14698
TU0-14699	883569	884938	+	G6440	TU0-14699
TU0-14701	3178004	3181581	+	EG11165 // EG11164 // EG11009	TU0-14701
TU0-14702	3178012	3181581	+	EG11165 // EG11164 // EG11009	TU0-14702
TU0-14704	3178062	3181581	+	EG11165 // EG11164 // EG11009	TU0-14704
TU0-14714	2545733	2548097	+	G7264 // G7263	TU0-14714
TU0-14715	2545741	2548097	+	G7264 // G7263	TU0-14715
TU0-14716	3195240	3195240	-	G0-10602	TU0-14716
TU0-14717	3056851	3056991	+	G0-8886	TU0-14717
TU0-14718	3664651	3664618	-	EG12242	TU0-14718
TU0-14719	3664781	3664618	-	EG12242	TU0-14719
TU0-14730	813493	815547	+	EG11062	TU0-14730
TU0-14736	3657800	3659082	+	G0-16680 // EG11544	TU0-14736
TU0-14737	1234905	1235698	+	EG10281	TU0-14737
TU0-14738	4392736	4392945	+	G0-10642	TU0-14738
TU0-14739	1400284	1400236	-	EG10668	TU0-14739
TU0-14740	4486112	4485951	-	EG10694	TU0-14740
TU0-14741	4486101	4485951	-	EG10694	TU0-14741
TU0-14742	3658062	3663527	+	G0-16680 // EG12241 // EG12240 // EG11544	TU0-14742
TU0-14744	3801136	3800965	-	EG11426 // EG11425	TU0-14744
TU0-14745	3384470	3384268	-	EG10576	TU0-14745
TU0-14746	3244843	3244741	-	EG12734 // G81	TU0-14746
TU0-14749	3245043	3246522	+	EG12738	TU0-14749
TU0-14750	652039	651856	-	G6339 // G6340 // G6341 // G6342 // G6343 // G6344	TU0-14750
TU0-14751	652172	654542	+	G6346 // G6345	TU0-14751
TU0-14759	4395585	4404304	+	EG10435 // EG10436 // EG10437 // EG10438 // EG10595 // EG11281 // EG11363 // EG11757	TU0-14759
TU0-14761	638693	641318	+	EG11385 // EG11384	TU0-14761
TU0-14762	1215752	1216996	+	G6607 // G6606 // G6605 // G6604	TU0-14762
TU0-14763	3308086	3307933	-	EG10215 // G0-10651	TU0-14763
TU0-14764	3847305	3852988	-	EG11053 // EG11052 // EG11051 // EG10502 // EG10494 // EG11275	TU0-14764
TU0-14765	2741875	2743609	+	EG12880 // G7354	TU0-14765
TU0-14766	4556576	4557385	+	G0-16685 // G0-16687 // G0-16686 // G7923	TU0-14766
TU0-14767	1988001	1987959	-	G0-10653	TU0-14767
TU0-14769	313285	313242	-	G0-10654	TU0-14769
TU0-14771	1907793	1907591	-	EG12204 // G7000	TU0-14771
TU0-14772	4478384	4478889	+	G7885	TU0-14772
TU0-14775	2691340	2691340	-	G0-8910	TU0-14775
TU0-14781	335739	336788	+	G6184	TU0-14781
TU0-14783	3613439	3618989	+	EG12079 // EG11519 // EG12078 // EG12077 // EG12076 // EG12075	TU0-14783
TU0-14784	494817	496994	+	EG10461	TU0-14784
TU0-14785	1978577	1978197	-	EG10319 // EG10320	TU0-14785
TU0-14786	4284935	4284902	-	EG11942	TU0-14786
TU0-14787	4094385	4094272	-	EG11866	TU0-14787
TU0-14791	3168562	3168544	-	G7571 // G7572	TU0-14791
TU0-14792	3000265	3003968	+	G7487 // G7486 // G7485	TU0-14792
TU0-14793	2587550	2590708	+	EG10014	TU0-14793
TU0-14794	3328864	3328846	-	EG10415	TU0-14794
TU0-14795	1409129	1409250	+	G0-10677	TU0-14795
TU0-14797	1622914	1622914	-	G0-10671	TU0-14797
TU0-14798	1848029	1848008	-	EG11014 // EG10943	TU0-14798
