bnumber	rank	strand	begin	end
b4365	4277	+	4603476	4604202
b4366	4278	+	4604159	4604837
b4367	4279	-	4604874	4605663
b4567	4280	+	4605803	4606040
b4371	4281	-	4606668	4607700
b4372	4282	+	4607802	4608216
b4373	4283	+	4608184	4608631
b4374	4284	+	4608645	4609323
b4375	4285	+	4609413	4611003
b4376	4286	+	4611395	4612001
b4568	4287	+	4612127	4612289
b4377	4288	+	4612410	4613484
b4378	4289	+	4613480	4614260
b4379	4290	-	4614679	4615543
b4380	4291	-	4615514	4617065
b4381	4292	+	4617322	4618102
b4382	4293	+	4618228	4619551
b4383	4294	+	4619602	4620826
b4384	4295	+	4620882	4621602
b4385	4296	+	4621768	4623100
b4386	4297	-	4623100	4624117
b4387	4298	-	4624144	4624789
b4388	4299	+	4624894	4625863
b4389	4300	+	4625911	4627294
b4390	4301	+	4627314	4628547
b4391	4302	-	4628854	4630522
b4392	4303	+	4630732	4632670
b4393	4304	+	4632759	4633086
b4394	4305	-	4633232	4633745
b4395	4306	+	4633796	4634444
b4396	4307	-	4634440	4635310
b4397	4308	+	4635520	4635994
b4398	4309	+	4636006	4636696
b4399	4310	+	4636695	4638120
b4400	4311	+	4638177	4639530
b4401	4312	-	4639589	4640306
b4402	4313	+	4640401	4640542
b4824	4314	+	4640717	4640771
b4403	4315	+	4640941	4641628
