Entry	Gene Names (ordered locus)	Entry Name	Gene Ontology IDs	InterPro	Keywords
P0A964	b1887 JW1876	CHEW_ECOLI	GO:0005829; GO:0005886; GO:0006935; GO:0007165; GO:0009454; GO:0010864; GO:0019904; GO:0051286; GO:0051649; GO:0098561; GO:1901875	IPR039315;IPR036061;IPR002545;	3D-structure;Chemotaxis;Cytoplasm;Reference proteome
P0A968	b0880 JW0864	CSPD_ECOLI	GO:0003676; GO:0003697; GO:0003723; GO:0005829; GO:0006355; GO:0008156; GO:0010468; GO:0042594; GO:0090729	IPR012156;IPR011129;IPR019844;IPR002059;IPR012751;IPR012340;	Cytoplasm;Direct protein sequencing;DNA replication inhibitor;DNA-binding;Reference proteome;RNA-binding;Toxin
P0A988	b3701 JW3678	DPO3B_ECOLI	GO:0003677; GO:0003887; GO:0005829; GO:0006260; GO:0006261; GO:0006271; GO:0006974; GO:0008408; GO:0009360; GO:0030174; GO:0030894; GO:0032297; GO:0042276; GO:0042802; GO:0044775; GO:0044787; GO:1990078; GO:1990085	IPR001001;IPR022635;IPR022637;IPR022634;	3D-structure;Alternative promoter usage;Cytoplasm;DNA replication;DNA-binding;DNA-directed DNA polymerase;Nucleotidyltransferase;Reference proteome;Transferase
P0A991	b2097 JW5344	ALF1_ECOLI	GO:0004332; GO:0005829; GO:0006096; GO:0016020; GO:0042802	IPR013785;IPR002915;IPR041720;	Acetylation;Cytoplasm;Direct protein sequencing;Glycolysis;Lyase;Reference proteome;Schiff base
P0A993	b4232 JW4191	F16PA_ECOLI	GO:0000166; GO:0000287; GO:0005737; GO:0005829; GO:0005986; GO:0006000; GO:0006002; GO:0006094; GO:0030388; GO:0042132; GO:0042802	IPR044015;IPR000146;IPR033391;IPR028343;IPR020548;	3D-structure;Allosteric enzyme;Carbohydrate metabolism;Cytoplasm;Direct protein sequencing;Hydrolase;Magnesium;Metal-binding;Nucleotide-binding;Reference proteome
P0A998	b1905 JW1893	FTNA_ECOLI	GO:0004322; GO:0005737; GO:0005829; GO:0006826; GO:0006880; GO:0006974; GO:0006979; GO:0008198; GO:0008199; GO:0042802; GO:0071281	IPR001519;IPR012347;IPR009040;IPR009078;IPR008331;IPR041719;	3D-structure;Cytoplasm;Direct protein sequencing;Iron;Iron storage;Metal-binding;Oxidoreductase;Reference proteome
P0A9A6	b0095 JW0093	FTSZ_ECOLI	GO:0000917; GO:0003924; GO:0005525; GO:0005737; GO:0005886; GO:0032153; GO:0042802; GO:0043093; GO:0051258; GO:0051301; GO:1990586	IPR000158;IPR020805;IPR045061;IPR024757;IPR008280;IPR037103;IPR018316;IPR036525;IPR003008;	3D-structure;ADP-ribosylation;Cell cycle;Cell division;Cytoplasm;Direct protein sequencing;GTP-binding;Nucleotide-binding;Reference proteome;Septation
P0A9A9	b0683 JW0669	FUR_ECOLI	GO:0000976; GO:0001216; GO:0001217; GO:0003700; GO:0005829; GO:0008270; GO:0032993; GO:0043565; GO:0045892; GO:0045893; GO:1900376; GO:1900705	IPR002481;IPR043135;IPR036388;IPR036390;	3D-structure;Cytoplasm;Direct protein sequencing;DNA-binding;Iron;Metal-binding;Reference proteome;Repressor;Transcription;Transcription regulation;Zinc
P0A9B2	b1779 JW1768	G3P1_ECOLI	GO:0004365; GO:0005829; GO:0006006; GO:0006096; GO:0016020; GO:0042802; GO:0050661; GO:0051287	IPR020831;IPR020830;IPR020829;IPR020828;IPR006424;IPR036291;	3D-structure;Acetylation;Cytoplasm;Direct protein sequencing;Glycolysis;NAD;Nucleotide-binding;Oxidoreductase;Reference proteome
P0A9B6	b2927 JW2894	E4PD_ECOLI	GO:0004365; GO:0005829; GO:0006006; GO:0008615; GO:0042823; GO:0048001; GO:0051287	IPR006422;IPR020831;IPR020830;IPR020829;IPR020828;IPR036291;	3D-structure;Cytoplasm;Direct protein sequencing;NAD;Oxidoreductase;Pyridoxine biosynthesis;Reference proteome
P0A9C0	b2241 JW2235	GLPA_ECOLI	GO:0004368; GO:0005829; GO:0005886; GO:0009061; GO:0009331; GO:0010181; GO:0019563; GO:0046168; GO:0050660; GO:0052591	IPR007419;IPR041854;IPR006076;IPR036188;IPR000447;IPR017752;	Cell inner membrane;Cell membrane;Direct protein sequencing;FAD;Flavoprotein;Membrane;Oxidoreductase;Reference proteome
P0A9C5	b3870 JW3841	GLN1B_ECOLI	GO:0004356; GO:0005524; GO:0005737; GO:0005829; GO:0006542; GO:0009314; GO:0016020; GO:0019676; GO:0019740; GO:0042802; GO:0046872	IPR008147;IPR036651;IPR014746;IPR008146;IPR027303;IPR004809;IPR001637;IPR027302;	3D-structure;ATP-binding;Cytoplasm;Direct protein sequencing;Ligase;Magnesium;Metal-binding;Nucleotide-binding;Phosphoprotein;Reference proteome
P0A9C9	b3925 JW3896	GLPX_ECOLI	GO:0005737; GO:0006071; GO:0006094; GO:0030145; GO:0030388; GO:0042132	IPR004464;	3D-structure;Carbohydrate metabolism;Cytoplasm;Hydrolase;Manganese;Metal-binding;Reference proteome
P0A9D2	b1635 JW1627	GSTA_ECOLI	GO:0004364; GO:0005737; GO:0006749; GO:0042542	IPR010987;IPR036282;IPR040079;IPR004045;IPR004046;IPR036249;	3D-structure;Cytoplasm;Direct protein sequencing;Reference proteome;Transferase
P0A9D8	b0166 JW0161	DAPD_ECOLI	GO:0005829; GO:0008666; GO:0009085; GO:0009089; GO:0016779; GO:0019877	IPR005664;IPR001451;IPR018357;IPR023180;IPR037133;IPR011004;	Acyltransferase;Amino-acid biosynthesis;Cytoplasm;Diaminopimelate biosynthesis;Direct protein sequencing;Lysine biosynthesis;Reference proteome;Repeat;Transferase
P0A9E0	b0064 JW0063	ARAC_ECOLI	GO:0000976; GO:0001217; GO:0005829; GO:0019568; GO:0032993; GO:0042802	IPR003313;IPR009057;IPR037923;IPR018060;IPR018062;IPR020449;	3D-structure;Activator;Arabinose catabolism;Carbohydrate metabolism;Cytoplasm;DNA-binding;Reference proteome;Repressor;Transcription;Transcription regulation
P0A9E5	b1334 JW1328	FNR_ECOLI	GO:0000976; GO:0001216; GO:0003677; GO:0003700; GO:0005829; GO:0006355; GO:0009061; GO:0032993; GO:0045893; GO:0046872; GO:0051536; GO:0051539; GO:0071731	IPR018490;IPR000595;IPR012318;IPR014710;IPR018335;IPR036388;IPR036390;	4Fe-4S;Activator;Cytoplasm;Direct protein sequencing;DNA-binding;Iron;Iron-sulfur;Metal-binding;Reference proteome;Repressor;Transcription;Transcription regulation
P0A9G4	b0487 JW0476	CUER_ECOLI	GO:0000976; GO:0000987; GO:0001216; GO:0003700; GO:0005507; GO:0005737; GO:0006351; GO:0032993; GO:0042802; GO:0045893	IPR011789;IPR009061;IPR000551;	3D-structure;Activator;Copper;Cytoplasm;DNA-binding;Metal-binding;Reference proteome;Transcription;Transcription regulation
P0A9G6	b4015 JW3975	ACEA_ECOLI	GO:0004451; GO:0005829; GO:0006097; GO:0006099; GO:0043169; GO:0046872	IPR039556;IPR006254;IPR018523;IPR015813;IPR040442;	3D-structure;Direct protein sequencing;Glyoxylate bypass;Lyase;Magnesium;Manganese;Metal-binding;Phosphoprotein;Reference proteome;Tricarboxylic acid cycle
P0A9G8	b0761 JW0744	MODE_ECOLI	GO:0000987; GO:0003700; GO:0005829; GO:0015689; GO:0030151; GO:0045892; GO:0045893; GO:1990198; GO:2000143	IPR008995;IPR016462;IPR003725;IPR004606;IPR005116;IPR000847;IPR036388;IPR036390;	3D-structure;Activator;Cytoplasm;Direct protein sequencing;DNA-binding;Metal-binding;Molybdenum;Reference proteome;Repeat;Repressor;Transcription;Transcription regulation;Transport
P0A9H3	b4131 JW4092	LDCI_ECOLI	GO:0005737; GO:0006554; GO:0008923; GO:0042802; GO:0097216	IPR005308;IPR011193;IPR000310;IPR008286;IPR036633;IPR015424;IPR015421;IPR015422;	3D-structure;Cytoplasm;Decarboxylase;Direct protein sequencing;Lyase;Pyridoxal phosphate;Reference proteome
P0A9H7	b1661 JW1653	CFA_ECOLI	GO:0005829; GO:0006633; GO:0008825; GO:0030258; GO:0032259; GO:0071890	IPR003333;IPR029063;	3D-structure;Cytoplasm;Direct protein sequencing;Lipid biosynthesis;Lipid metabolism;Methyltransferase;Reference proteome;S-adenosyl-L-methionine;Transferase
P0A9H9	b1881 JW1870	CHEZ_ECOLI	GO:0004721; GO:0005829; GO:0005886; GO:0006470; GO:0006935; GO:0009288; GO:0042802; GO:0050920; GO:0071978; GO:0098561; GO:1902021	IPR007439;	3D-structure;Chemotaxis;Cytoplasm;Flagellar rotation;Hydrolase;Protein phosphatase;Reference proteome
P0A9J0	b3247 JW3216	RNG_ECOLI	GO:0000049; GO:0004519; GO:0004540; GO:0005737; GO:0005856; GO:0005886; GO:0006364; GO:0007049; GO:0008033; GO:0008996; GO:0019843; GO:0030490; GO:0046872; GO:0051301	IPR012340;IPR019307;IPR004659;IPR022967;IPR003029;	Cell cycle;Cell division;Cell inner membrane;Cell membrane;Cytoplasm;Cytoskeleton;Direct protein sequencing;Endonuclease;Hydrolase;Magnesium;Membrane;Metal-binding;Nuclease;Reference proteome;RNA-binding;rRNA processing;rRNA-binding;tRNA processing;tRNA-binding
P0A9J4	b0425 JW0415	PANE_ECOLI	GO:0005737; GO:0008677; GO:0015940; GO:0050661	IPR008927;IPR013328;IPR003710;IPR013752;IPR013332;IPR036291;	3D-structure;Cytoplasm;Direct protein sequencing;NADP;Oxidoreductase;Pantothenate biosynthesis;Reference proteome
P0A9J6	b3752 JW3731	RBSK_ECOLI	GO:0004747; GO:0005524; GO:0005829; GO:0019303; GO:0046872	IPR002173;IPR011877;IPR011611;IPR002139;IPR029056;	3D-structure;ATP-binding;Carbohydrate metabolism;Cytoplasm;Direct protein sequencing;Kinase;Magnesium;Metal-binding;Nucleotide-binding;Potassium;Reference proteome;Transferase
P0A9J8	b2599 JW2580	CMPDT_ECOLI	GO:0004106; GO:0004664; GO:0005737; GO:0006571; GO:0009094; GO:0046417	IPR045865;IPR002912;IPR008242;IPR036263;IPR036979;IPR002701;IPR010952;IPR001086;IPR018528;	3D-structure;Amino-acid biosynthesis;Aromatic amino acid biosynthesis;Cytoplasm;Isomerase;Lyase;Multifunctional enzyme;Phenylalanine biosynthesis;Reference proteome
P0A9K7	b3724 JW3702	PHOU_ECOLI	GO:0000287; GO:0001558; GO:0005737; GO:0006817; GO:0009267; GO:0010629; GO:0016036; GO:0019897; GO:0030145; GO:0030643; GO:0032413; GO:0034605; GO:0042803; GO:0045936; GO:0071236; GO:0071467; GO:2000186	IPR028366;IPR038078;IPR026022;	Cytoplasm;Direct protein sequencing;Pharmaceutical;Phosphate transport;Reference proteome;Transport
P0A9K9	b3349 JW3311	SLYD_ECOLI	GO:0000413; GO:0003755; GO:0005507; GO:0005829; GO:0008270; GO:0009408; GO:0016151; GO:0022417; GO:0042026; GO:0043963; GO:0050821; GO:0050897; GO:0051082; GO:0051604	IPR046357;IPR001179;	3D-structure;Chaperone;Cobalt;Copper;Cytoplasm;Direct protein sequencing;Isomerase;Metal-binding;Nickel;Reference proteome;Rotamase;Zinc
P0A9L3	b4207 JW5746	FKBB_ECOLI	GO:0000413; GO:0003755; GO:0005528; GO:0005829; GO:0042026; GO:0042597; GO:0042802; GO:0061077	IPR046357;IPR001179;IPR000774;IPR036944;	Cytoplasm;Direct protein sequencing;Isomerase;Periplasm;Reference proteome;Rotamase
P0A9M0	b0439 JW0429	LON_ECOLI	GO:0003677; GO:0004176; GO:0004252; GO:0005524; GO:0005737; GO:0005829; GO:0006508; GO:0006515; GO:0008233; GO:0009408; GO:0010165; GO:0016887; GO:0034605; GO:0043565	IPR003593;IPR003959;IPR027543;IPR004815;IPR008269;IPR027065;IPR003111;IPR046336;IPR027417;IPR008268;IPR015947;IPR020568;IPR014721;	3D-structure;ATP-binding;Cytoplasm;Direct protein sequencing;Hydrolase;Nucleotide-binding;Protease;Reference proteome;Serine protease;Stress response
P0A9M2	b0125 JW5009	HPRT_ECOLI	GO:0000287; GO:0004422; GO:0005829; GO:0006166; GO:0006178; GO:0032263; GO:0032264; GO:0032991; GO:0046100; GO:0052657; GO:0097216	IPR005904;IPR000836;IPR029057;	3D-structure;Cytoplasm;Glycosyltransferase;Magnesium;Metal-binding;Nucleotide-binding;Purine salvage;Reference proteome;Transferase
P0A9M5	b0238 JW0228	XGPT_ECOLI	GO:0000287; GO:0000310; GO:0004422; GO:0005829; GO:0005886; GO:0006166; GO:0032263; GO:0032264; GO:0032265; GO:0032991; GO:0052657; GO:0097216	IPR000836;IPR029057;IPR023747;	3D-structure;Cell inner membrane;Cell membrane;Direct protein sequencing;Glycosyltransferase;Magnesium;Membrane;Metal-binding;Purine salvage;Reference proteome;Transferase
P0A9M8	b2297 JW2294	PTA_ECOLI	GO:0005829; GO:0006083; GO:0008270; GO:0008959; GO:0019413; GO:0019427; GO:0045733; GO:0070689	IPR010766;IPR016475;IPR027417;IPR004614;IPR042113;IPR042112;IPR002505;IPR028979;	3D-structure;Acyltransferase;Cytoplasm;Direct protein sequencing;Reference proteome;Transferase
P0A9N4	b0902 JW0885	PFLA_ECOLI	GO:0005829; GO:0006006; GO:0006974; GO:0016491; GO:0018201; GO:0030955; GO:0043365; GO:0051539; GO:0051604	IPR013785;IPR034457;IPR012839;IPR012838;IPR034465;IPR001989;IPR007197;	3D-structure;4Fe-4S;Carbohydrate metabolism;Cytoplasm;Direct protein sequencing;Glucose metabolism;Iron;Iron-sulfur;Metal-binding;Oxidoreductase;Reference proteome;S-adenosyl-L-methionine
P0A9N8	b4237 JW4196	NRDG_ECOLI	GO:0009265; GO:0015949; GO:0031250; GO:0043365; GO:0046872; GO:0051536; GO:0051539	IPR013785;IPR012837;IPR034457;IPR001989;IPR007197;	4Fe-4S;Cytoplasm;Iron;Iron-sulfur;Metal-binding;Oxidoreductase;Reference proteome;S-adenosyl-L-methionine
P0A9P0	b0116 JW0112	DLDH_ECOLI	GO:0004148; GO:0005737; GO:0005829; GO:0005886; GO:0005960; GO:0006090; GO:0006096; GO:0006099; GO:0006103; GO:0006730; GO:0006979; GO:0008270; GO:0015036; GO:0016020; GO:0019464; GO:0042802; GO:0042867; GO:0045250; GO:0045252; GO:0045254; GO:0045454; GO:0050660	IPR036188;IPR023753;IPR016156;IPR006258;IPR001100;IPR004099;IPR012999;	3D-structure;Acetylation;Cell inner membrane;Cell membrane;Cytoplasm;Direct protein sequencing;Disulfide bond;FAD;Flavoprotein;Glycolysis;Membrane;NAD;Oxidoreductase;Redox-active center;Reference proteome
P0A9P4	b0888 JW0871	TRXB_ECOLI	GO:0004791; GO:0005829; GO:0019430; GO:0045454; GO:0050660; GO:1902515	IPR036188;IPR023753;IPR008255;IPR005982;	3D-structure;Cytoplasm;Direct protein sequencing;Disulfide bond;FAD;Flavoprotein;NADP;Oxidoreductase;Redox-active center;Reference proteome
P0A9P6	b3162 JW5531	DEAD_ECOLI	GO:0000027; GO:0003723; GO:0003724; GO:0005524; GO:0005829; GO:0006401; GO:0009314; GO:0016887; GO:0033592; GO:0045727; GO:0048255; GO:0070417	IPR021046;IPR034415;IPR005580;IPR011545;IPR028618;IPR014001;IPR001650;IPR012677;IPR027417;IPR000629;IPR014014;	3D-structure;ATP-binding;Cytoplasm;Direct protein sequencing;Helicase;Hydrolase;Nucleotide-binding;Reference proteome;RNA-binding;Stress response
P0A9Q1	b4401 JW4364	ARCA_ECOLI	GO:0000156; GO:0000160; GO:0000976; GO:0001216; GO:0001217; GO:0003700; GO:0005829; GO:0006355; GO:0032993; GO:0042802; GO:0045892; GO:0045893	IPR011006;IPR001867;IPR016032;IPR001789;IPR039420;IPR036388;	3D-structure;Activator;Cytoplasm;Direct protein sequencing;DNA-binding;Phosphoprotein;Reference proteome;Repressor;Transcription;Transcription regulation;Two-component regulatory system
P0A9Q5	b2316 JW2313	ACCD_ECOLI	GO:0003677; GO:0003729; GO:0003989; GO:0005524; GO:0005829; GO:0006633; GO:0008270; GO:0009317; GO:0009329; GO:0016743; GO:0017148; GO:0042759; GO:2001295	IPR034733;IPR000438;IPR029045;IPR011762;IPR041010;	3D-structure;ATP-binding;Cytoplasm;Fatty acid biosynthesis;Fatty acid metabolism;Lipid biosynthesis;Lipid metabolism;Metal-binding;Nucleotide-binding;Reference proteome;RNA-binding;Transferase;Translation regulation;Zinc;Zinc-finger
P0A9Q7	b1241 JW1228	ADHE_ECOLI	GO:0004022; GO:0004025; GO:0005829; GO:0006115; GO:0006979; GO:0008198; GO:0008774; GO:0015976; GO:0016020; GO:0019664; GO:0042802; GO:0051260	IPR034789;IPR001670;IPR018211;IPR039697;IPR016161;IPR016163;IPR016162;IPR015590;IPR012079;	3D-structure;Acetylation;Direct protein sequencing;Iron;Metal-binding;Multifunctional enzyme;NAD;Oxidoreductase;Reference proteome
P0A9Q9	b3433 JW3396	DHAS_ECOLI	GO:0004073; GO:0005829; GO:0006974; GO:0009088; GO:0009089; GO:0009090; GO:0009097; GO:0019877; GO:0046983; GO:0050661; GO:0051287; GO:0071266	IPR000319;IPR011534;IPR012080;IPR036291;IPR000534;IPR012280;	3D-structure;Amino-acid biosynthesis;Diaminopimelate biosynthesis;Direct protein sequencing;Lysine biosynthesis;Methionine biosynthesis;NADP;Oxidoreductase;Reference proteome;Threonine biosynthesis
P0A9R4	b2525 JW2509	FER_ECOLI	GO:0005829; GO:0009055; GO:0016226; GO:0022900; GO:0046872; GO:0051537; GO:0140647	IPR036010;IPR001041;IPR001055;IPR018298;IPR012675;IPR011536;	2Fe-2S;3D-structure;Direct protein sequencing;Electron transport;Iron;Iron-sulfur;Metal-binding;Reference proteome;Transport
P0A9R7	b3463 JW3428	FTSE_ECOLI	GO:0000917; GO:0000935; GO:0005524; GO:0005737; GO:0005886; GO:0009254; GO:0016020; GO:0019898; GO:0022857; GO:0031234; GO:0032153; GO:0043093; GO:0046677; GO:0051301; GO:0051781; GO:0055085; GO:0098797; GO:1904949; GO:1990586	IPR003593;IPR003439;IPR017871;IPR005286;IPR027417;	ATP-binding;Cell cycle;Cell division;Cell inner membrane;Cell membrane;Membrane;Nucleotide-binding;Reference proteome
P0A9S1	b2799 JW2770	FUCO_ECOLI	GO:0000166; GO:0004022; GO:0005829; GO:0008198; GO:0008912; GO:0019301; GO:0042355; GO:0042846; GO:0051143; GO:0052660; GO:0052661	IPR001670;IPR018211;IPR039697;IPR013460;	3D-structure;Carbohydrate metabolism;Fucose metabolism;Iron;Metal-binding;NAD;Nucleotide-binding;Oxidoreductase;Reference proteome
P0A9S5	b3945 JW5556	GLDA_ECOLI	GO:0005829; GO:0008270; GO:0008888; GO:0019147; GO:0019588; GO:0032991; GO:0051596	IPR001670;IPR018211;IPR016205;	3D-structure;Direct protein sequencing;Glycerol metabolism;Metal-binding;NAD;Oxidoreductase;Reference proteome;Zinc
P0A9S7	b3455 JW3420	LIVG_ECOLI	GO:0005304; GO:0005524; GO:0005886; GO:0015188; GO:0015190; GO:0015192; GO:0015658; GO:0015803; GO:0015808; GO:0015823; GO:0016020; GO:0042941; GO:0055052; GO:0098713; GO:1903714; GO:1903785; GO:1903805; GO:1903806	IPR003593;IPR003439;IPR017871;IPR032823;IPR027417;	Amino-acid transport;ATP-binding;Nucleotide-binding;Reference proteome;Transport
P0A9T0	b2913 JW2880	SERA_ECOLI	GO:0004617; GO:0005829; GO:0006564; GO:0016618; GO:0030267; GO:0042802; GO:0047545; GO:0070403; GO:0070404; GO:0070905	IPR045865;IPR002912;IPR006139;IPR029753;IPR029752;IPR006140;IPR036291;	3D-structure;Amino-acid biosynthesis;Direct protein sequencing;NAD;Oxidoreductase;Reference proteome;Serine biosynthesis
P0A9U1	b0794 JW5104	YBHF_ECOLI	GO:0005524; GO:0005886; GO:0006855; GO:0015562; GO:0015904; GO:0035725; GO:0055052; GO:0090452; GO:1990961	IPR003593;IPR003439;IPR017871;IPR027417;	ATP-binding;Nucleotide-binding;Reference proteome;Repeat;Transport
P0A9V1	b3201 JW3168	LPTB_ECOLI	GO:0005524; GO:0005737; GO:0005886; GO:0015920; GO:0016020; GO:0043165; GO:0043190; GO:0055085; GO:1990351	IPR003593;IPR003439;IPR017871;IPR032823;IPR030921;IPR027417;	3D-structure;ATP-binding;Cell inner membrane;Cell membrane;Cytoplasm;Direct protein sequencing;Membrane;Nucleotide-binding;Reference proteome;Translocase;Transport
P0A9V8	b3882 JW3853	SQUU_ECOLI	GO:0009407; GO:0016616; GO:0032991; GO:0047577; GO:0050661; GO:0051287; GO:0061596; GO:0061720; GO:1902777	IPR002204;IPR008927;IPR013328;IPR006115;IPR015815;IPR036291;IPR029154;IPR030876;	3D-structure;NAD;Oxidoreductase;Reference proteome
P0A9W3	b4391 JW4354	ETTA_ECOLI	GO:0000049; GO:0005524; GO:0005737; GO:0006412; GO:0016887; GO:0019843; GO:0043022; GO:0045900	IPR003593;IPR032781;IPR003439;IPR017871;IPR022374;IPR027417;	3D-structure;ATP-binding;Cytoplasm;Direct protein sequencing;Hydrolase;Nucleotide-binding;Protein biosynthesis;Reference proteome;Repeat;RNA-binding;rRNA-binding;Translation regulation;tRNA-binding
P0A9X1	b1858 JW1847	ZNUC_ECOLI	GO:0005524; GO:0010043; GO:0015633; GO:0016020; GO:0042626; GO:0043190; GO:0055052; GO:0055069; GO:0071578	IPR003593;IPR003439;IPR027417;IPR017882;	ATP-binding;Cell inner membrane;Cell membrane;Ion transport;Membrane;Nucleotide-binding;Reference proteome;Translocase;Transport;Zinc;Zinc transport
P0A9X4	b3251 JW3220	MREB_ECOLI	GO:0000902; GO:0005524; GO:0005737; GO:0005856; GO:0005886; GO:0008360; GO:0009252; GO:0031226; GO:0042802; GO:0043093; GO:0051782; GO:0051983; GO:0099513	IPR043129;IPR004753;	ATP-binding;Cell shape;Cytoplasm;Direct protein sequencing;Nucleotide-binding;Reference proteome
P0A9X9	b3556 JW3525	CSPA_ECOLI	GO:0001072; GO:0003676; GO:0003677; GO:0003697; GO:0003723; GO:0003727; GO:0005829; GO:0009409; GO:0010468; GO:0045893; GO:0060567	IPR012156;IPR011129;IPR019844;IPR002059;IPR012340;	3D-structure;Activator;Cytoplasm;Direct protein sequencing;DNA-binding;Reference proteome;Stress response;Transcription;Transcription regulation
P0A9Z1	b2553 JW2537	GLNB_ECOLI	GO:0005524; GO:0005829; GO:0006808; GO:0008047; GO:0030234; GO:0036094; GO:0042304; GO:0042802; GO:0050790	IPR002187;IPR011322;IPR015867;IPR017918;IPR002332;	3D-structure;Nucleotide-binding;Phosphoprotein;Reference proteome;Transcription;Transcription regulation
P0AA04	b2415 JW2408	PTHP_ECOLI	GO:0004857; GO:0005829; GO:0008047; GO:0009401; GO:0016775; GO:0018106; GO:0030234; GO:0033673; GO:0043609; GO:0045819; GO:0051090	IPR000032;IPR035895;IPR001020;IPR002114;	3D-structure;Cytoplasm;Direct protein sequencing;Phosphotransferase system;Reference proteome;Sugar transport;Transport
P0AA10	b3231 JW3200	RL13_ECOLI	GO:0002181; GO:0003729; GO:0003735; GO:0005737; GO:0005829; GO:0005840; GO:0008270; GO:0017148; GO:0022625; GO:0048027; GO:0070180	IPR005822;IPR005823;IPR023563;IPR036899;	3D-structure;Direct protein sequencing;Reference proteome;Ribonucleoprotein;Ribosomal protein
P0AA16	b3405 JW3368	OMPR_ECOLI	GO:0000156; GO:0000160; GO:0000976; GO:0001216; GO:0005829; GO:0032993; GO:0045893	IPR011006;IPR001867;IPR016032;IPR001789;IPR039420;IPR036388;	3D-structure;Activator;Cytoplasm;Direct protein sequencing;DNA-binding;Phosphoprotein;Reference proteome;Repressor;Stress response;Transcription;Transcription regulation;Two-component regulatory system
P0AA25	b3781 JW5856	THIO_ECOLI	GO:0005737; GO:0005829; GO:0015035; GO:0016491; GO:0030337; GO:0045454; GO:1900264	IPR005746;IPR036249;IPR017937;IPR013766;	3D-structure;Acetylation;Direct protein sequencing;Disulfide bond;Electron transport;Host-virus interaction;Redox-active center;Reference proteome;Transport
P0AA37	b0058 JW0057	RLUA_ECOLI	GO:0000455; GO:0001522; GO:0003723; GO:0006364; GO:0008033; GO:0009451; GO:0009982; GO:0031118; GO:0031119; GO:0106029; GO:0120159	IPR020103;IPR006225;IPR006224;IPR006145;	3D-structure;Direct protein sequencing;Isomerase;Reference proteome;rRNA processing;tRNA processing
